,/wiki/Canarian_Independent_Groups,/wiki/Confederation_of_the_Greens,/wiki/Galician_Coalition,/wiki/Galician_Nationalist_Bloc,/wiki/Galician_Socialist_Party%E2%80%93Galician_Left,/wiki/PSM%E2%80%93Nationalist_Agreement,/wiki/Progressives_for_the_Balearic_Islands,/wiki/Unity_for_the_Isles,AIC,AP,AP-PDP-PL,AP–PDP,ARM,Amaiur logo.svg,Aralar,BNG,BNG–Nós,C's,CC,CDC,CDS,CG,CHA,CUP,CiU,Compromís,Cs,DiL,EA,EE,EHB.png,ERC,ERC–CatSí,FAC,GBai,HB,ICV,IU,IU–LV,IU–UPeC,Isotipo Unidos Podemos.svg,LV,Lead,Més,NCa,NI/IC,NaBai,PA,PACMA,PAP,PAR,PCE,PDeCAT,PIB,PNV,PP,PRC,PRD,PSG–EG,PSM,PSOE,Podemos,Turnout,UCD,UIB,UPN,UPyD,UV,Unnamed: 0,Vox,date,eQuo,error,firm,size,Party_poll,Newspaper_poll,Polling_firm,Number_polling_firms
283,,,,,,,,,,,,,,,,0.0,,,,,1.2,,,,6.8,,,,,,,,,,,,,11.7,,,,,5.0,,,,,,,,,,,,1.4,30.9,,,,,35.9,0.0,,,,,,,46,,1992-11-02,,,CIS,2499.0,False,,CIS,1
284,,,,,,,,,,,,,,,,0.0,,,,,1.5,,,,,,,,,,,,,,,,,12.0,,,,,5.1,,,,,,,,,,,,,31.7,,,,,36.8,0.0,,,,,,,47,,1992-10-22,,,Sigma Dos/El Mundo,3000.0,False,El Mundo,Sigma Dos,1
285,,,,,,,,,,,,,,,,0.0,,,,,2.2,,,,5.2,,,,,,,,,,,,,11.5,,,,,6.3,,,,,,,,,,,,,31.1,,,,,37.4,0.0,,,,,,,48,,1992-10-19,,,OTR–IS/El Periódico,,False,El Periódico,OTR–IS,2
286,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,10.4,,,,,7.4,,,,,,,,,,,,,31.0,,,,,38.4,0.0,,,,,,,49,,1992-09-20,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
287,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,5.0–6.0,,,,,,,,,,,,,30.0,,,,,35.0,0.0,,,,,,,50,,1992-09-13,,,PSOE,20000.0,True,,PSOE,1
288,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,6.6,,,,,,,,,,,,,31.2,,,,,37.8,0.0,,,,,,,51,,1992-08-16,,,OTR–IS,,False,,OTR–IS,2
289,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,5.5,,,,,,,,,,,,,31.6,,,,,37.1,0.0,,,,,,,52,,1992-07-19,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
290,,,,,,,,,,,,,,,,0.0,,,,,5.33,,,,,,,,,,,,,,,,,12.228,,,,,7.0,,,,,,,,,,,,,28.2121,,,,,35.2155,0.0,,,,,,,53,,1992-07-10,,,PSOE,23000.0,True,,PSOE,1
291,,,,,,,,,,,,,,,,0.0,,,,,2.5,,,,,,,,,,,,,,,,,11.0,,,,,4.0,,,,,,,,,,,,,31.0,,,,,35.0,0.0,65.0,,,,,,54,,1992-07-07,,,PP,2500.0,True,,PP,1
292,,,,,,,,,,,,,,,,0.0,,,,,2.9,,,,5.5,,,,,,,,,,,,,10.0,,,,,9.7,,,,,,,,,,,,,27.8,,,,,37.5,0.0,,,,,,,55,,1992-05-20,,,Opina/La Vanguardia,1000.0,False,La Vanguardia,Opina,1
293,,,,,,,,,,,,,,,,0.0,,,,,1.41,,,,,,,,,,,,,,,,,10.623,,,,,6.8,,,,,,,,,,,,,30.8118,,,,,37.6159,0.0,,,,,,,56,,1992-04-26,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
294,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,7.0,,,,,,,,,,,,,31.0,,,,,38.0,0.0,,,,,,,57,,1992-04-05,,,PP,,True,,PP,1
295,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,7.0,,,,,,,,,,,,,30.0,,,,,37.0,0.0,,,,,,,58,,1992-03-03,,,PP,,True,,PP,1
296,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,9.2,,,,,,,,,,,,,29.3,,,,,38.5,0.0,,,,,,,59,,1991-12-29,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
297,,,,,,,,,,,,,,,,0.0,,,,,2.7,,,,4.8,,,,0.4,,,,,,,1.1,,10.3,,,,,9.7,,,,,,,,,,,,1.4,29.5,,,,,39.2,0.0,,,,,,0.6,60,,1991-09-22,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
299,,,,,,,,,,,,,,,,0.0,,,,,6.0,,,,5.0,,,,,,,,,,,,,10.7,,,,,15.5,,,,,,,,,,,,1.2,26.0108,,,,,41.5177,0.0,,,,,,,62,,1991-04-09,,,PSOE,,True,,PSOE,1
300,,,,,,,,,,,,,,,,0.0,,,,,4.6,,,,5.0,,,,0.5,,,,,,,1.1,,10.8,,,,,10.9,,,,,1.3,,,,,,,1.2,28.2,,,,,39.1,0.0,,,,,,0.6,63,,1990-10-28,,,Sigma Dos/El Mundo,1000.0,False,El Mundo,Sigma Dos,1
301,,,,,,,,,,,,,,,,0.0,,,,,3.9,,,,5.3,,,,,,,,,,,,,10.2,,,,,11.1,,,,,,,,,,,,,27.2,,,,,38.3,0.0,,,,,,,64,,1990-10-01,,,OTR–IS/El Periódico,,False,El Periódico,OTR–IS,2
302,,,,,,,,,,,,,,,,0.0,,,,,4.7,,,,5.0,,,,0.5,,,,,,,1.1,,10.4,,,,,11.4,,,,,1.2,,,,,,,1.2,28.1,,,,,39.5,0.0,,,,,,0.6,65,,1990-09-23,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
303,,,,,,,,,,,,,,,,0.0,,,,,5.2,,,,4.8,,,,0.5,,,,,,,1.1,,10.2,,,,,12.4,,,,,1.3,,,,,,,1.2,27.4,,,,,39.8,0.0,,,,,,0.1,66,,1990-07-25,,,Sigma Dos/El Mundo,1000.0,False,El Mundo,Sigma Dos,1
304,,,,,,,,,,,,,,,,0.0,,,,,3.5,,,,4.9,,,,0.5,,,,,,,1.1,,10.9,,,,,9.7,,,,,1.4,,,,,,,1.2,28.7,,,,,38.4,0.0,,,,,,0.6,67,,1990-06-24,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
305,,,,,,,,,,,,,,,,0.0,,,,,4.4,,,,5.0,,,,0.5,,,,,,,1.1,,12.1,,,,,7.3,,,,,1.3,,,,,,,1.1,29.2,,,,,36.5,0.0,,,,,,0.7,68,,1990-05-27,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
306,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,17.4,,,,,,,,,,,,,22.1,,,,,39.5,0.0,,,,,,,69,,1990-05-13,,,ICP–Research/Diario 16,,False,Diario 16,ICP–Research,2
307,,,,,,,,,,,,,,,,0.0,,,,,5.4,,,,4.8,,,,0.5,,,,,,,1.1,,11.8,,,,,8.5,,,,,1.2,,,,,,,1.3,28.3,,,,,36.8,0.0,,,,,,0.6,70,,1990-04-22,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
308,,,,,,,,,,,,,,,,0.0,,,,,4.2,,,,4.9,,,,0.5,,,,,,,1.1,,11.7,,,,,9.2,,,,,1.3,,,,,,,1.2,28.4,,,,,37.6,0.0,,,,,,0.6,71,,1990-03-25,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
309,,,,,,,,,,,,,,,,0.0,,,,,4.7,,,,4.5,,,,0.5,,,,,,,1.0,,12.4,,,,,7.3,,,,,1.2,,,,,,,1.1,29.0,,,,,36.3,0.0,,,,,,0.6,72,,1990-02-25,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
310,,,,,,,,,,,,,,,,0.0,,,,,5.9,,,,4.9,,,,0.5,,,,,,,1.0,,10.4,,,,,7.9,,,,,1.1,,,,,,,1.2,29.1,,,,,37.0,0.0,,,,,,0.6,73,,1990-01-21,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
311,,,,,,,,,,,,,,,,0.0,,,,,6.9,,,,4.9,,,,0.6,,,,,,,1.1,,9.5,,,,,13.6,,,,,1.0,,,,,,,1.2,26.2,,,,,39.8,0.0,,,,,,0.7,74,,1989-12-31,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
315,,,,0.62,,1.46,,,,,,,,,,1.44,,,,,,,,,3.413,,,,,,,1.13,,,0.5,,,6.79,6.79,,,,13.5,,,,,0.2,,,,,,,1.24,43.5181,,,,,31.471500000000002,0.0,,,,0.41,4.33,,1,,2011-11-20,,,TNS Demoscopia/RTVE,190000.0,False,RTVE,TNS Demoscopia,1
316,,,,0.82,,,,,,,,,,,,1.8399999999999999,,,,,,,,,3.313,,,,,,,0.72,,,,,,7.911,7.911,,,,13.8,,,,,,,,,,,,1.24,45.5186,,,,,31.7112,0.0,71.1,,,,2.42,,2,,2011-11-20,,,NC Report/La Razón,771.0,False,La Razón,NC Report,1
317,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.112,,,,,,,,,,,,,6.711,6.711,,,,20.0,,,,,,,,,,,,,48.02,,,,,28.0107,0.0,,,,,3.84,,3,,2011-11-16,,,Sigma Dos/The Times,,False,The Times,Sigma Dos,1
318,,,,0.4,,0.9,,,,,,,,,,1.1,,,,,,,,,3.4,,,,,,,1.0,,,0.4,,,6.1,6.1,,,,12.7,,,,,,,,,,,,1.0,44.5184,,,,,32.7123,0.0,,,,0.2,4.1,,4,,2011-11-13,,,Ipsos,,False,,Ipsos,1
319,,,,,,1.14,,,,,,,,,,0.0,,,,,,,,,3.213,,,,,,,1.12,,,,,,6.08,6.08,,,,16.0,,,,,,,,,,,,1.14,46.2188,,,,,31.3515,0.0,,,,,4.44,,5,,2011-11-12,,,GESOP/El Periódico,2070.0,False,El Periódico,GESOP,1
320,,,,0.61,,1.64,,,,,,,,,,1.42,,,,,,,,,3.211,,,,,,,1.32,,,0.3,,,8.99,8.99,,,,13.9,,,,,,,,,,,,1.44,45.2184,,,,,32.9521,0.0,79,,,0.5,3.22,,6,,2011-11-11,,,Tábula V/La Gaceta,1400.0,False,La Gaceta,Tábula V,1
321,,,,0.83,,,,,,,,,,,,1.85,,,,,,,,,3.313,,,,,,,0.92,,,,,,7.211,7.211,,,,14.9,,,,,,,,,,,,1.35,45.9188,,,,,31.0115,0.0,,,,,2.82,,7,,2011-11-11,,,NC Report/La Razón,5750.0,False,La Razón,NC Report,1
322,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,3.5,,,,,,,1.0,,,,,,6.0,6.0,,,,13.0,,,,,,,,,,,,1.5,45.0,,,,,33.0,0.0,,,,,3.0,,8,,2011-11-10,,,Opinión 2000/Cadena SER,1000.0,False,Cadena SER,Opinión 2000,1
323,,,,,,0.63,,,,,,,,,,0.0,,,,,,,,,3.312,,,,,,,0.72,,,,,,7.88,7.88,,,,14.6,,,,,,,,,,,,1.04,44.7184,,,,,30.7416,0.0,,,,,4.63,,9,,2011-11-10,,,Noxa/La Vanguardia,1275.0,False,La Vanguardia,Noxa,1
324,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.5,,,,,,,,,,,,,5.5,5.5,,,,14.9,,,,,,,,,,,,0.6,46.1,,,,,31.2,0.0,73.7,,,,3.7,,10,,2011-11-10,,,Simple Lógica,1009.0,False,,Simple Lógica,1
325,,,,0.93,,1.44,,,,,,,,,,1.75,,,,,,,,,3.313,,,,,,,0.81,,,,,,5.68,5.68,,,,13.6,,,,,0.1,,,,,,,1.35,45.4188,0.81,,,,33.2515,0.0,,,,0.31,3.43,,11,,2011-11-10,,,GAD3/COPE,1395.0,False,COPE,GAD3,1
326,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.814,,,,,,,0.92,,,,,,5.77,5.77,,,,17.8,,,,,,,,,,,,1.35,47.6198,,,,,29.8112,0.0,,,,,3.03,,12,,2011-11-10,,,Sigma Dos/El Mundo,3000.0,False,El Mundo,Sigma Dos,1
327,,,,0.2,,,,,,,,,,,,0.8999999999999999,,,,,,,,,3.6,,,,,,,0.8,,,,,,5.3,5.3,,,,15.5,,,,,,,,,,,,0.7,47.1,,,,,31.6,0.0,,,,,2.3,,13,,2011-11-09,,,Sondaxe/La Voz de Galicia,,False,La Voz de Galicia,Sondaxe,1
328,,,,0.93,,,,,,,,,,,,2.15,,,,,,,,,3.312,,,,,,,0.92,,,,,,7.09,7.09,,,,13.2,,,,,,,,,,,,1.35,44.7186,,,,,31.5118,0.0,,,,,2.62,,14,,2011-11-08,,,Celeste-Tel,1100.0,False,,Celeste-Tel,1
329,,,,0.32,,0.64,,,,,,,,,,1.04,,,,,,,,,3.314,,,,,,,0.93,,,0.21,,,8.811,8.811,,,,14.5,,,,,,,,,,,,1.25,45.4192,,,,,31.551000000000002,0.0,70,,,,4.22,,15,,2011-11-08,,,Metroscopia/El País,9675.0,False,El País,Metroscopia,1
330,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.4,,,,,,,1.2,,,,,,7.6,7.6,,,,19.0,,,,,,,,,,,,1.1,47.7,,,,,28.7,0.0,74.3,,,,4.2,,16,,2011-11-07,,,TNS Demoscopia/CEMOP,1505.0,False,CEMOP,TNS Demoscopia,1
331,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.613,,,,,,,0.92,,,,,,5.46,5.46,,,,18.1,,,,,,,,,,,,1.35,48.2198,,,,,30.1114,0.0,,,,,3.03,,17,,2011-11-06,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
332,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,,,,12.1,,,,,,,,,,,,,46.5,,,,,34.4,0.0,,,,,,,18,,2011-11-04,,,Invymark/laSexta,,False,laSexta,Invymark,1
333,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.513,,,,,,,0.92,,,,,,5.36,5.36,,,,17.0,,,,,,,,,,,,1.35,47.6194,,,,,30.6117,0.0,,,,,3.03,,19,,2011-11-03,,,Sigma Dos/El Mundo,3000.0,False,El Mundo,Sigma Dos,1
334,,,,0.72,,1.35,,,,,,,,,,1.33,,,,,,,,,3.612,,,,,,,1.32,,,,,,5.46,5.46,,,,11.3,,,,,,,,,,,,1.24,45.5187,0.81,,,,35.5623,0.0,,,,,2.82,,20,,2011-11-03,,,DYM/ABC,7612.0,False,ABC,DYM,1
335,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.7,,,,,,,,,,,,,46.0185,,,,,31.3119,0.0,,,,,,,21,,2011-11-03,,,NC Report/La Razón,5752.0,False,La Razón,NC Report,1
336,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.513,,,,,,,0.92,,,,,,5.46,5.46,,,,16.7,,,,,,,,,,,,1.25,47.4193,,,,,30.7117,0.0,,,,,3.13,,22,,2011-10-31,,,Sigma Dos/El Mundo,3000.0,False,El Mundo,Sigma Dos,1
337,,,,0.93,,1.43,,,,,,,,0.1,,1.75,,,,,,,,,3.311,,,,,,,0.81,,,0.3,,,5.14,5.14,,,,12.5,,,,,0.1,,,,,,,1.24,45.2182,0.4,,,,34.142,0.0,71,,,0.31,3.42,,23,,2011-10-31,,,GAD3/COPE,1200.0,False,COPE,GAD3,1
338,,,,0.93,,,,,,,,,,,,2.2600000000000002,,,,,,,,,2.912,,,,,,,0.81,,,,,,7.41,7.41,,,,14.5,,,,,,,,,,,,1.15,45.9184,,,,,31.4118,0.0,69.1,,,,2.82,,24,,2011-10-28,,,NC Report/La Razón,1000.0,False,La Razón,NC Report,1
339,,,,0.93,,,,,,,,,,,,2.16,,,,,,,,,3.312,,,,,,,0.92,,,,,,6.88,6.88,,,,13.8,,,,,,,,,,,,1.35,46.1186,,,,,32.312,0.0,,,,,2.82,,25,,2011-10-28,,,Celeste-Tel,1100.0,False,,Celeste-Tel,1
340,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,15.0,,,,,,,,,,,,,45.3,,,,,30.3,0.0,70,,,,4.2,,26,,2011-10-27,,,Metroscopia/El País,1500.0,False,El País,Metroscopia,1
341,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.513,,,,,,,0.92,,,,,,5.36,5.36,,,,16.4,,,,,,,,,,,,1.15,47.4191,,,,,31.0119,0.0,,,,,3.13,,27,,2011-10-27,,,Sigma Dos/El Mundo,7400.0,False,El Mundo,Sigma Dos,1
342,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.313,,,,,,,0.81,,,,,,5.36,5.36,,,,16.2,,,,,,,,,,,,1.15,47.5191,,,,,31.3121,0.0,,,,,3.13,,28,,2011-10-24,,,Sigma Dos/El Mundo,3000.0,False,El Mundo,Sigma Dos,1
343,,,,0.62,,1.13,,,,,,,,,,1.44,,,,,,,,,3.313,,,,,,,1.23,,,0.41,,,6.28,6.28,,,,16.7,,,,,,,,,,,,1.23,46.619,,,,,31.0416,0.0,,,,0.31,2.93,,29,,2011-10-23,,,CIS,17236.0,False,,CIS,1
344,,,,0.93,,,,,,,,,,,,2.16,,,,,,,,,3.113,,,,,,,0.71,,,,,,7.21,7.21,,,,15.0,,,,,,,,,,,,1.04,46.2186,,,,,31.2116,0.0,68.6,,,,2.82,,30,,2011-10-22,,,NC Report/La Razón,1000.0,False,La Razón,NC Report,1
345,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4.2,4.2,,,,10.3,,,,,,,,,,,,,45.4,,,,,35.1,0.0,,,,,,,31,,2011-10-21,,,Invymark/laSexta,,False,laSexta,Invymark,1
346,,,,,,1.3,,,,,,,,,,0.8,,,,,,,,,2.7,,,,,,,1.2,,,,,,6.7,6.7,,,,11.6,,,,,,,,,,,,1.4,44.7,1.0,,,,34.4,0.0,,,,,2.6,,32,,2011-10-20,,,Obradoiro de Socioloxía/Público,1800.0,False,Público,Obradoiro de Socioloxía,1
347,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.413,,,,,,,0.92,,,,,,5.46,5.46,,,,17.1,,,,,,,,,,,,1.16,47.8194,,,,,30.7119,0.0,73.3,,,,3.23,,33,,2011-10-20,,,Sigma Dos/El Mundo,3000.0,False,El Mundo,Sigma Dos,1
348,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.413,,,,,,,1.02,,,,,,5.46,5.46,,,,17.2,,,,,,,,,,,,1.26,47.9195,,,,,30.7118,0.0,,,,,2.93,,34,,2011-10-17,,,Sigma Dos/El Mundo,3300.0,False,El Mundo,Sigma Dos,1
349,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.8,,,,,,,1.1,,,,,,4.9,4.9,,,,14.1,,,,,,,,,,,,1.0,46.3,2.1,,,,32.2,0.0,Medium,,,,4.4,,35,,2011-10-17,,,Intercampo/GETS,1724.0,False,GETS,Intercampo,1
350,,,,0.93,,,,,,,,,,,,2.15,,,,,,,,,3.313,,,,,,,0.71,,,,,,7.01,7.01,,,,15.5,,,,,,,,,,,,1.24,46.4187,,,,,30.9115,0.0,68.3,,,,2.92,,38,,2011-10-14,,,NC Report/La Razón,,False,La Razón,NC Report,1
351,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.413,,,,,,,1.02,,,,,,5.36,5.36,,,,17.2,,,,,,,,,,,,1.26,48.0196,,,,,30.8117,0.0,,,,,3.03,,39,,2011-10-13,,,Sigma Dos/El Mundo,900.0,False,El Mundo,Sigma Dos,1
352,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,,,,15.8,,,,,,,,,,,,,45.5185,,,,,29.7115,0.0,70,,,,4.5,,40,,2011-10-13,,,Metroscopia/El País,1500.0,False,El País,Metroscopia,1
353,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.8,,,,,,,,,,,,,5.1,5.1,,,,14.9,,,,,,,,,,,,1.3,46.7,,,,,31.8,0.0,,,,,4.0,,41,,2011-10-10,,,Simple Lógica,,False,,Simple Lógica,1
354,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.313,,,,,,,1.02,,,,,,5.26,5.26,,,,16.2,,,,,,,,,,,,1.36,47.6193,,,,,31.4121,0.0,,,,,3.03,,42,,2011-10-10,,,Sigma Dos/El Mundo,3600.0,False,El Mundo,Sigma Dos,1
355,,,,0.93,,1.34,,,,,,,,,,2.2600000000000002,,,,,,,,,3.312,,,,,,,0.81,,,,,,6.89,6.89,,,,12.8,,,,,,,,,,,,1.45,45.5185,,,,,34.05200000000001,0.0,69.1,,,,3.02,,43,,2011-10-08,,,Celeste-Tel/Terra,1357.0,False,Terra,Celeste-Tel,1
356,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.4,,,,,,,,,,,,,4.6,4.6,,,,11.0,,,,,,,,,,,,,46.1,,,,,35.1,0.0,,,,,,,44,,2011-10-07,,,Invymark/laSexta,,False,laSexta,Invymark,1
357,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.212,,,,,,,1.02,,,,,,5.26,5.26,,,,16.2,,,,,,,,,,,,1.25,47.8193,,,,,31.6122,0.0,,,,,2.93,,45,,2011-10-06,,,Sigma Dos/El Mundo,3000.0,False,El Mundo,Sigma Dos,1
358,,,,0.93,,,,,,,,,,,,2.0500000000000003,,,,,,,,,3.614,,,,,,,0.81,,,,,,7.211,7.211,,,,15.3,,,,,,,,,,,,1.14,45.9183,,,,,30.6113,0.0,,,,,2.92,,46,,2011-10-06,,,NC Report/La Razón,6100.0,False,La Razón,NC Report,1
359,,,,,,0.84,,,,,,,,,,0.0,,,,,,,,,3.211,,,,,,,0.51,,,,,,4.74,4.74,,,,13.0,,,,,,,,,,,,0.95,45.9186,,,,,33.7515,0.0,,,,,3.62,,47,,2011-10-04,,,Noxa/La Vanguardia,1272.0,False,La Vanguardia,Noxa,1
360,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.6,,,,,,,1.3,,,,,,6.3,6.3,,,,14.4,,,,,,,,,,,,1.4,46.8,,,,,32.4,0.0,76,,,,3.1,,48,,2011-10-04,,,CEMOP,800.0,False,,CEMOP,1
361,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.2,,,,,,,0.9,,,,,,5.0,5.0,,,,15.6,,,,,,,,,,,,1.2,47.4,,,,,31.8,0.0,,,,,3.1,,49,,2011-09-30,,,Sigma Dos/El Mundo,2000.0,False,El Mundo,Sigma Dos,1
362,,,,1.02,,,,,,,,,,,,2.35,,,,,,,,,3.513,,,,,,,0.81,,,,,,7.011,7.011,,,,13.0,,,,,,,,,,,,1.25,45.1183,,,,,32.112,0.0,,,,,2.92,,50,,2011-09-30,,,Celeste-Tel,1100.0,False,,Celeste-Tel,1
363,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,51,,2011-09-29,,,PP,,True,,PP,1
364,,,,0.93,,,,,,,,,,,,1.9500000000000002,,,,,,,,,3.613,,,,,,,0.81,,,,,,6.81,6.81,,,,15.5,,,,,,,,,,,,1.15,46.1183,,,,,30.6116,0.0,70.0,,,,3.02,,52,,2011-09-28,,,NC Report/La Razón,1000.0,False,La Razón,NC Report,1
365,,,,1.02,,,,,,,,,,,,2.45,,,,,,,,,3.614,,,,,,,0.81,,,,,,7.411,7.411,,,,12.7,,,,,,,,,,,,1.14,44.0179,,,,,31.3121,0.0,,,,,2.93,,53,,2011-09-23,,,Celeste-Tel,1100.0,False,,Celeste-Tel,1
366,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.4,,,,,,,,,,,,,4.5,4.5,,,,10.6,,,,,,,,,,,,,45.9,,,,,35.3,0.0,,,,,,,54,,2011-09-23,,,Invymark/laSexta,,False,laSexta,Invymark,1
367,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.714,,,,,,,1.01,,,,,,4.74,4.74,,,,14.7,,,,,,,,,,,,1.04,46.1185,,,,,31.4121,0.0,,,,,5.04,,55,,2011-09-22,,,GESOP/El Periódico,1000.0,False,El Periódico,GESOP,1
368,,,,1.02,,,,,,,,,,,,2.25,,,,,,,,,3.814,,,,,,,0.71,,,,,,6.99,6.99,,,,12.7,,,,,,,,,,,,1.25,44.2176,,,,,31.5128,0.0,,,,,2.93,,56,,2011-09-16,,,Celeste-Tel,1100.0,False,,Celeste-Tel,1
369,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,10.3,,,,,,,,,,,,,45.8,,,,,35.5,0.0,,,,,,,57,,2011-09-09,,,Invymark/laSexta,,False,laSexta,Invymark,1
370,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,1.5,,,,,,6.5,6.5,,,,13.0,,,,,,,,,,,,1.5,45.0,,,,,32.0,0.0,,,,,2.0,,58,,2011-09-08,,,Opinión 2000/Cadena SER,1000.0,False,Cadena SER,Opinión 2000,1
371,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.3,,,,,,,,,,,,,6.2,6.2,,,,14.1,,,,,,,,,,,,,44.8,,,,,30.7,0.0,70,,,,4.4,,59,,2011-09-08,,,Metroscopia/El País,1002.0,False,El País,Metroscopia,1
372,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.5,,,,,,,,,,,,,5.2,5.2,,,,13.8,,,,,,,,,,,,0.9,46.7,,,,,32.9,0.0,,,,,3.8,,60,,2011-09-08,,,Simple Lógica,1022.0,False,,Simple Lógica,1
373,,,,0.32,,,,,,,,,,,,1.14,,,,,,,,,3.413,0.21,,,,,,0.71,,,,,,6.18,6.18,,,,14.0,,,,,0.1,,,,,,,1.16,45.1179,,,,,31.1128,0.0,,,,,3.94,,61,,2011-09-06,,,GAD3/COPE,504.0,False,COPE,GAD3,1
374,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.2,,,,,,,0.6,,,,,,5.0,5.0,,,,14.8,,,,,,,,,,,,1.2,47.1,,,,,32.3,0.0,,,,,3.5,,62,,2011-09-01,,,Sigma Dos/El Mundo,1000.0,False,El Mundo,Sigma Dos,1
375,,,,0.61,,,,,,,,,,,,1.63,,,,,,,,,3.814,,,,,,,0.71,,,,,,6.26,6.26,,,,15.7,,,,,0.2,,,,,,,1.25,46.5182,,,,,30.8117,0.0,69.5,,,,3.23,,63,,2011-08-28,,,NC Report/La Razón,,False,La Razón,NC Report,1
376,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.0,,,,,,,,,,,,,4.3,4.3,,,,13.3,,,,,,,,,,,,1.0,44.8,,,,,31.5,0.0,,,,,4.8,,64,,2011-08-10,,,Simple Lógica,1014.0,False,,Simple Lógica,1
377,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,3.5,,,,,,,0.5,,,,,,4.7,4.7,,,,12.6,,,,,,,,,,,,1.3,47.6,,,,,37.0,0.0,,,,,1.8,,65,,2011-08-03,,,DYM/ABC,1076.0,False,ABC,DYM,1
378,,,,0.61,,,,,,,,,,,,1.6400000000000001,,,,,,,,,3.812,,,,,,,0.92,,,,,,6.67,6.67,,,,16.0,,,,,0.2,,,,,,,1.25,46.9183,,,,,30.9118,0.0,69.3,,,,3.24,,66,,2011-07-30,,,NC Report/La Razón,1000.0,False,La Razón,NC Report,1
